price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Parkolóhely ára,Fűtés,Szigetelés,Energiatanúsítvány,Panelprogram
34.5,"III. kerület, Hímző utca ",49.0,2.0,0,,közepes állapotú,|nincs megadva|,összkomfortos,9,10,van,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|
210.0,"I. kerület, Víziváros ",90.0,2.0,0,,felújított,1950 előtt,luxus,4,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,|nincs megadva|,külön és egyben is,kelet,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,"gázkazán, mennyezeti hűtés-fűtés",|nincs megadva|,|nincs megadva|,
109.0,"III. kerület, Waterfront City lakópark ",61.0,3.0,0,18.0,|nincs megadva|,2022,összkomfortos,9,több mint 10,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,panorámás,18 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,7 M Ft,mennyezeti hűtés-fűtés,|nincs megadva|,AA+,
64.0,"II. kerület, Margit körút ",68.0,2.0,0,,felújítandó,|nincs megadva|,összkomfortos,1,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,|nincs megadva|,|nincs megadva|,|nincs megadva|,
439.0,"II. kerület, Szemlőhegy ",163.0,4.0,0,40.0,újszerű,2017,duplakomfortos,3,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,110 000  Ft/hó,külön és egyben is,délnyugat,panorámás,40 m|2|,nem,penthouse,teremgarázs hely - kötelező megvenni,40 M Ft,"gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
49.9,"II. kerület, Bimbó út ",54.0,1.0,0,,jó állapotú,1950 előtt,|nincs megadva|,szuterén,3,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 300  Ft/hó,egy helyiségben,délkelet,kertre néz,|nincs megadva|,igen,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,
143.0,"II. kerület, Tapolcsányi utca ",92.0,3.0,1.0,,felújított,|nincs megadva|,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,65 m|3|/hó,155 kWh/hó,45 000  Ft/hó,29 000  Ft/hó,külön és egyben is,dél,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,van,AA,
226.29,"II. kerület, Margit körút 3.",99.0,3.0,0,2.0,felújított,1950 előtt,duplakomfortos,2,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,38 000  Ft/hó,külön és egyben is,dél,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,"gázkazán, padlófűtés",|nincs megadva|,|nincs megadva|,
128.77,"II. kerület, Rómer Flóris utca 20.",125.0,2.0,2.0,10.0,jó állapotú,1950 előtt,összkomfortos,2,3,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délkelet,panorámás,10 m|2|,|nincs megadva|,tetőtéri,"utca, közterület - fizetős övezet",,"gázkazán, kandalló",|nincs megadva|,|nincs megadva|,
84.9,"II. kerület, Víziváros ",92.0,3.0,0,,felújított,1950 előtt,összkomfortos,1,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 360  Ft/hó,külön helyiségben,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
109.9,"III. kerület, Csillaghegy - Rókahegy ",90.0,3.0,0,12.0,|nincs megadva|,1981 és 2000 között,duplakomfortos,1,2,nincs,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délkelet,panorámás,12 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló - benne van az árban,,gázkazán,|nincs megadva|,|nincs megadva|,
67.3,"III. kerület, Óbuda-Óváros ",61.0,2.0,0,,felújítandó,1950 előtt,összkomfortos,földszint,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 900  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,önálló garázs - benne van az árban,,gáz (konvektor),|nincs megadva|,|nincs megadva|,
120.0,"I. kerület, Batthyány utca ",100.0,4.0,0,,felújított,|nincs megadva|,duplakomfortos,földszint,3,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,
99.9,"II. kerület, Frankel Leó út ",76.0,2.0,0,,újszerű,1950 előtt,összkomfortos,4,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,udvari,|nincs megadva|,|nincs megadva|,tetőtéri,"utca, közterület - fizetős övezet",,hűtő-fűtő klíma,|nincs megadva|,|nincs megadva|,
73.0,"I. kerület, Toldy Ferenc utca ",50.0,3.0,0,,felújított,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
75.0,"I. kerület, Krisztinaváros ",74.0,2.0,1.0,,jó állapotú,1950 és 1980 között,összkomfortos,földszint,6,van,3 m-nél alacsonyabb,|nincs megadva|,nem,130 m|3|/hó,120 kWh/hó,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület",,gázkazán,nincs,|nincs megadva|,
109.9,"III. kerület, Csillaghegy - Rókahegy ",90.0,3.0,0,12.0,jó állapotú,2001 és 2010 között,összkomfortos,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,panorámás,12 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló,,gázkazán,|nincs megadva|,|nincs megadva|,
89.0,"I. kerület, Márvány utca ",40.0,1.0,1.0,,|nincs megadva|,2020,összkomfortos,2,3,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,8 M Ft,falfűtés,|nincs megadva|,|nincs megadva|,
68.0,"III. kerület, Pacsirtamező utca ",49.0,2.0,0,3.0,|nincs megadva|,2023,összkomfortos,4,5,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,10 000  Ft/hó,egy helyiségben,délnyugat,udvari,3 m|2|,nem,|nincs megadva|,teremgarázs hely - megvásárolható,"4,99 M Ft",házközponti egyedi méréssel,van,|nincs megadva|,
250.0,"II. kerület, Lipótmezei út ",187.0,6.0,0,30.0,újszerű,1981 és 2000 között,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,|nincs megadva|,30 m|2|,|nincs megadva|,|nincs megadva|,önálló garázs,,gázkazán,|nincs megadva|,|nincs megadva|,
139.55,"II. kerület, Széher út ",96.0,3.0,1.0,8.0,újszerű,1981 és 2000 között,duplakomfortos,1,2,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,36 000  Ft/hó,egy helyiségben,délnyugat,panorámás,8 m|2|,nem,"legfelső emelet, nem tetőtéri",teremgarázs hely - benne van az árban,,gázkazán,|nincs megadva|,|nincs megadva|,
72.99,"I. kerület, Csalogány utca ",60.0,2.0,1.0,,jó állapotú,|nincs megadva|,összkomfortos,4,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,
125.0,"II. kerület, Fillér utca ",89.0,3.0,1.0,,jó állapotú,1950 és 1980 között,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
59.99,"III. kerület, Békásmegyer - Pünkösdfürdő ",44.0,2.0,0,4.0,|nincs megadva|,2023,összkomfortos,1,9,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,külön helyiségben,kelet,|nincs megadva|,4 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely,,hőszivattyú,|nincs megadva|,|nincs megadva|,
254.0,"II. kerület, Cseppkő utca ",154.0,5.0,0,20.0,felújított,1981 és 2000 között,duplakomfortos,1,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,külön és egyben is,délkelet,utcai,20 m|2|,igen,nem tetőtéri,teremgarázs hely - benne van az árban,,gázkazán,|nincs megadva|,|nincs megadva|,
355.83,"II. kerület, Előd vezér utca 41.",143.0,4.0,0,81.0,|nincs megadva|,2022,|nincs megadva|,2,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,panorámás,81 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - benne van az árban,,mennyezeti hűtés-fűtés,|nincs megadva|,AA+,
75.0,"II. kerület, Margit körút ",89.0,3.0,0,6.0,közepes állapotú,1950 előtt,összkomfortos,2,6,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,külön helyiségben,délnyugat,utcai,6 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,
127.0,"II. kerület, Törökvész ",100.0,3.0,0,3.0,jó állapotú,1950 előtt,összkomfortos,5,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,|nincs megadva|,délnyugat,utcai,3 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
39.9,"I. kerület, Víziváros ",31.0,1.0,0,,|nincs megadva|,1950 előtt,összkomfortos,földszint,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,
45.0,"III. kerület, Vörösvári út ",50.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,6,10,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",,távfűtés,nincs,|nincs megadva|,|nincs megadva|
119.0,"II. kerület, II/A kerület - Máriaremete ",106.0,3.0,0,,jó állapotú,2001 és 2010 között,duplakomfortos,földszint,2,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,41 500  Ft/hó,külön és egyben is,dél,kertre néz,|nincs megadva|,igen,|nincs megadva|,teremgarázs hely - kötelező megvenni,5 M Ft,házközponti egyedi méréssel,van - 10 cm,|nincs megadva|,
148.0,"III. kerület, Táborhegy ",95.0,4.0,0,22.0,|nincs megadva|,2023,duplakomfortos,1,3,nincs,3 m-nél alacsonyabb,van,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,panorámás,22 m|2|,nem,nem tetőtéri,teremgarázs hely - kötelező megvenni,"7,60 M Ft","hőszivattyú, padlófűtés",van - 20 cm,|nincs megadva|,
99.9,"II. kerület, Országút ",89.0,3.0,0,5.0,jó állapotú,1950 előtt,összkomfortos,félemelet,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,35 000  Ft/hó,|nincs megadva|,délnyugat,udvari,5 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
94.5,"III. kerület, Békásmegyer - Józsefhegy ",80.0,4.0,0,,|nincs megadva|,2023,összkomfortos,földszint,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,van,|nincs megadva|,
79.9,"I. kerület, Krisztinaváros ",63.0,3.0,0,,közepes állapotú,1950 előtt,összkomfortos,földszint,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,21 000  Ft/hó,|nincs megadva|,délkelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
49.0,"I. kerület, Váralja utca ",67.0,2.0,0,,felújított,1950 előtt,összkomfortos,szuterén,3,van,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 500  Ft/hó,egy helyiségben,északkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
72.0,"III. kerület, Kaszásdűlő ",54.0,2.0,0,20.0,|nincs megadva|,2022,összkomfortos,1,2,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,utcai,20 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely - kötelező megvenni,5 M Ft,"hőszivattyú, hűtő-fűtő klíma, padlófűtés",van - 8 cm,|nincs megadva|,
285.0,"II. kerület, Csatárka - Látóhegy ",128.0,4.0,0,8.0,jó állapotú,1981 és 2000 között,duplakomfortos,földszint,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,51 600  Ft/hó,|nincs megadva|,dél,panorámás,8 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
85.0,"II. kerület, Országút ",81.0,3.0,0,3.0,jó állapotú,1950 és 1980 között,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,udvari,3 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
55.9,"III. kerület, Vörösvári út ",68.0,3.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,nincs,|nincs megadva|,50 m|3|/hó,88 kWh/hó,|nincs megadva|,12 000  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|
170.0,"II. kerület, Frankel Leó út ",127.0,3.0,0,4.0,felújított,1950 előtt,duplakomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,40 000  Ft/hó,19 810  Ft/hó,külön és egyben is,kelet,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,
67.9,"II. kerület, Margit körút ",80.0,2.0,1.0,3.77,közepes állapotú,1950 előtt,összkomfortos,2,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,észak,utcai,3.77 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,
36.9,"III. kerület, Óbuda - Filatorigát ",47.0,2.0,0,4.0,közepes állapotú,1950 és 1980 között,|nincs megadva|,2,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|
75.0,"I. kerület, Krisztinaváros ",74.0,3.0,0,,jó állapotú,1950 előtt,összkomfortos,földszint,6,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,24 000  Ft/hó,külön helyiségben,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
64.0,"II. kerület, Varsányi Irén utca ",64.0,2.0,0,3.2,jó állapotú,|nincs megadva|,összkomfortos,1,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,|nincs megadva|,délkelet,utcai,3.2 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"gáz (konvektor), elektromos fűtőpanel",|nincs megadva|,|nincs megadva|,
52.0,"III. kerület, Raktár utca ",48.0,2.0,0,,jó állapotú,1950 előtt,összkomfortos,3,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,kertre néz,|nincs megadva|,|nincs megadva|,zárószint,udvari beálló - bérelhető,2 000  Ft/hó,gázkazán,|nincs megadva|,|nincs megadva|,
205.0,"III. kerület, Farkastorki út ",127.0,3.0,0,35.0,újszerű,2011,összkomfortos,földszint,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,nyugat,kertre néz,35 m|2|,igen,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,hőszivattyú,van,|nincs megadva|,
205.0,"III. kerület, Farkastorki út ",127.0,3.0,0,35.0,újszerű,2011,összkomfortos,földszint,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,nyugat,kertre néz,35 m|2|,igen,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,hőszivattyú,van,|nincs megadva|,
141.9,"III. kerület, Testvérhegy ",136.0,3.0,0,26.34,befejezetlen,,összkomfortos,földszint,2,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,kertre néz,26.34 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló,,hőszivattyú,|nincs megadva|,|nincs megadva|,
179.99,"III. kerület, Emőd utca ",115.0,4.0,0,24.0,felújított,2001 és 2010 között,|nincs megadva|,1,3,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,24 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
109.9,"III. kerület, Rómaifürdő ",107.0,4.0,1.0,13.0,jó állapotú,1981 és 2000 között,duplakomfortos,1,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,|nincs megadva|,13 m|2|,igen,zárószint,|nincs megadva|,,|nincs megadva|,van,|nincs megadva|,
400.0,"II. kerület, Nyék ",200.0,3.0,0,200.0,|nincs megadva|,2024,luxus,3,3,van,3 m-nél magasabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,200 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - kötelező megvenni,|nincs megadva|,"hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés",nincs,|nincs megadva|,
125.0,"II. kerület, Törökvész ",96.0,2.0,0,15.0,felújítandó,1950 előtt,összkomfortos,földszint,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,|nincs megadva|,|nincs megadva|,kertre néz,15 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
189.0,"III. kerület, Ürömhegy ",145.0,1.0,0,,újszerű,2013,duplakomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
64.9,"I. kerület, Pauler utca ",48.0,3.0,0,,felújított,1950 előtt,összkomfortos,félemelet,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 882  Ft/hó,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
38.48,"III. kerület, Sarkadi Imre utca ",57.0,1.0,2.0,,közepes állapotú,1950 és 1980 között,|nincs megadva|,8,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,|nincs megadva|
107.3,"I. kerület, Ponty utca ",75.0,2.0,1.0,,jó állapotú,1950 előtt,összkomfortos,földszint,3,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,észak,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,
158.4,"I. kerület, Országház utca ",63.0,2.0,0,2.0,újszerű,2015,luxus,földszint,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,2 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"mennyezeti hűtés-fűtés, falfűtés",|nincs megadva|,|nincs megadva|,
43.7,"III. kerület, Békásmegyeri lakótelep Duna felől ",54.0,2.0,0,4.0,felújított,1981 és 2000 között,összkomfortos,4,4,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,kertre néz,4 m|2|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - ingyenes",,"távfűtés egyedi méréssel, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,nem vett részt
95.0,"I. kerület, Mária tér ",98.0,4.0,0,,közepes állapotú,1981 és 2000 között,összkomfortos,2,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,29 674  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
180.0,"II. kerület, Margit körút ",127.0,5.0,1.0,7.5,újszerű,2019,duplakomfortos,3,6,van,3 m-nél magasabb,van,igen,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,92 000  Ft/hó,külön és egyben is,kelet,utcai,7.5 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,házközponti,van,|nincs megadva|,
53.9,"III. kerület, Sramli utca ",72.0,3.0,0,,jó állapotú,1950 és 1980 között,összkomfortos,4,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,|nincs megadva|,dél,kertre néz,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|
555.0,"II. kerület, Vérhalom utca ",105.0,3.0,0,25.0,újszerű,2021,luxus,3,7,van,3 m-nél magasabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,290  Ft/hó,külön és egyben is,délnyugat,panorámás,25 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,20 M Ft,"mennyezeti hűtés-fűtés, házközponti egyedi méréssel, gázkazán",|nincs megadva|,|nincs megadva|,
