price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Parkolóhely ára,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Panelprogram
75.0,"II. kerület, Budakeszi út ",70.0,3.0,0,közepes állapotú,1950 és 1980 között,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
43.9,"III. kerület, Amfiteátrum utca ",51.0,1.0,2.0,közepes állapotú,1981 és 2000 között,összkomfortos,9,10,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,panorámás,4 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",,házközponti,|nincs megadva|,|nincs megadva|,4.0,|nincs megadva|
44.9,"II. kerület, Országút ",37.0,1.0,0,közepes állapotú,1950 előtt,összkomfortos,földszint,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,|nincs megadva|,délnyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
42.9,"III. kerület, Juhász Gyula utca ",51.0,1.0,2.0,jó állapotú,|nincs megadva|,|nincs megadva|,2,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
54.0,"II. kerület, Zöldmál ",52.0,2.0,0,közepes állapotú,1981 és 2000 között,|nincs megadva|,4,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,kertre néz,4 m|2|,|nincs megadva|,,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,4.0,
125.0,"I. kerület, Krisztinaváros - Váralja ",112.0,4.0,0,felújított,1950 előtt,összkomfortos,3,5,nincs,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,36 000  Ft/hó,24 000  Ft/hó,külön és egyben is,délnyugat,panorámás,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,,gázkazán,nincs,|nincs megadva|,,
59.9,"II. kerület, Országút ",46.0,2.0,0,felújított,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 400  Ft/hó,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
210.0,"I. kerület, Naphegy utca 29.",67.0,3.0,0,|nincs megadva|,2021,duplakomfortos,2,5,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,87 600  Ft/hó,egy helyiségben,dél,panorámás,13 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,9 M Ft,"hőszivattyú, mennyezeti hűtés-fűtés",|nincs megadva|,|nincs megadva|,13.0,
35.0,"II. kerület, Torockó utca ",28.0,1.0,0,közepes állapotú,1950 előtt,komfortos,1,2,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,19 200  Ft/hó,egy helyiségben,északnyugat,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,házközponti,nincs,|nincs megadva|,,
58.4,"III. kerület, Óbudai lakótelep ",68.0,3.0,0,felújított,1981 és 2000 között,|nincs megadva|,8,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,,|nincs megadva|
54.5,"II. kerület, Margit körút ",60.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,7,8,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,39 273  Ft/hó,külön helyiségben,nyugat,utcai,4 m|2|,nem,zárószint,"utca, közterület - fizetős övezet",,házközponti,nincs,|nincs megadva|,4.0,
99.9,"III. kerület, Nánási út ",73.0,3.0,0,felújított,2001 és 2010 között,összkomfortos,földszint,4,|nincs megadva|,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,31  Ft/hó,egy helyiségben,kelet,|nincs megadva|,50 m|2|,igen,|nincs megadva|,teremgarázs hely,,házközponti egyedi méréssel,van,|nincs megadva|,50.0,
74.99,"III. kerület, Sóvári utca ",64.0,3.0,0,felújított,1950 és 1980 között,összkomfortos,2,2,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,50 m|3|/hó,50 kWh/hó,30 000  Ft/hó,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,7 m|2|,nem,nem tetőtéri,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,7.0,
42.0,"III. kerület, Juhász Gyula utca ",51.0,1.0,2.0,felújított,1981 és 2000 között,összkomfortos,1,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,külön helyiségben,dél,kertre néz,4 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - ingyenes",,távfűtés,|nincs megadva|,|nincs megadva|,4.0,|nincs megadva|
78.9,"III. kerület, Jablonka út 59.",44.0,2.0,0,|nincs megadva|,2024,luxus,földszint,2,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,kertre néz,9 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,"mennyezeti hűtés-fűtés, hőszivattyú",van - 20 cm,AA+,9.0,
84.8,"II. kerület, Pasarét ",61.0,2.0,0,felújított,1950 és 1980 között,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,8 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,8.0,
74.43,"III. kerület, Óbuda-Óváros ",46.0,2.0,0,|nincs megadva|,2023,összkomfortos,3,4,nincs,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,8 m|2|,|nincs megadva|,tetőtéri,"utca, közterület",,|nincs megadva|,|nincs megadva|,|nincs megadva|,8.0,
139.9,"II. kerület, Táltos utca ",160.0,3.0,3.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,panorámás,20 m|2|,igen,nem tetőtéri,udvari beálló - benne van az árban,,|nincs megadva|,|nincs megadva|,|nincs megadva|,20.0,
72.5,"II. kerület, Bognár utca ",68.0,2.0,0,felújítandó,1950 és 1980 között,összkomfortos,félemelet,3,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 600  Ft/hó,külön helyiségben,délnyugat,kertre néz,8 m|2|,nem,,önálló garázs - megvásárolható,10 M Ft,"gázkazán, cserépkályha",|nincs megadva|,|nincs megadva|,8.0,
39.5,"III. kerület, Kabar utca ",50.0,2.0,0,jó állapotú,|nincs megadva|,összkomfortos,8,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",,távfűtés,|nincs megadva|,|nincs megadva|,,|nincs megadva|
234.0,"II. kerület, Völgy utca ",89.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
120.0,"II. kerület, II/A kerület - Máriaremete ",120.0,3.0,0,jó állapotú,2001 és 2010 között,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
72.5,"III. kerület, Testvérhegy ",43.0,1.0,1.0,közepes állapotú,2001 és 2010 között,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,egyéb,|nincs megadva|,|nincs megadva|,,
75.0,"I. kerület, Krisztinaváros ",74.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,földszint,6,van,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,24 000  Ft/hó,külön helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,,
39.5,"III. kerület, Békásmegyeri lakótelep Duna felől ",50.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,8,több mint 10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,külön helyiségben,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
75.0,"I. kerület, Gellérthegy utca ",74.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,földszint,5,van,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,nincs,|nincs megadva|,,
75.0,"II. kerület, Alsó Völgy utca ",54.0,3.0,0,közepes állapotú,1950 és 1980 között,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
87.0,"III. kerület, Rómaifürdő - Rómaipart ",69.0,3.0,0,jó állapotú,2001 és 2010 között,|nincs megadva|,2,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,,
109.14,"II. kerület, Margit körút 19-21.",43.0,2.0,0,új építésű,2023,|nincs megadva|,4,4,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,6.42 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely - megvásárolható,13 M Ft,"hőszivattyú, mennyezeti hűtés-fűtés",|nincs megadva|,|nincs megadva|,6.42,
46.8,"III. kerület, Szőlő utca ",52.0,2.0,0,közepes állapotú,|nincs megadva|,összkomfortos,10,10,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,|nincs megadva|,|nincs megadva|,|nincs megadva|,,részt vett
75.0,"I. kerület, Krisztinaváros ",74.0,3.0,0,közepes állapotú,1950 előtt,|nincs megadva|,földszint,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
38.9,"III. kerület, Békásmegyeri lakótelep Duna felől ",57.0,1.0,2.0,jó állapotú,|nincs megadva|,|nincs megadva|,6,10,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"távfűtés, távfűtés egyedi méréssel",|nincs megadva|,|nincs megadva|,,|nincs megadva|
39.5,"III. kerület, Békásmegyeri lakótelep Duna felől ",50.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,8,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,|nincs megadva|,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
45.0,"III. kerület, Amfiteátrum utca ",51.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,6 890  Ft/hó,külön helyiségben,|nincs megadva|,panorámás,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - ingyenes",,távfűtés egyedi méréssel,nincs,|nincs megadva|,,|nincs megadva|
45.0,"I. kerület, Attila út 77.",35.0,1.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.0,
45.9,"III. kerület, Amfiteátrum utca ",53.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,9,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,8 000  Ft/hó,|nincs megadva|,kelet,udvari,5 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,5.0,|nincs megadva|
58.0,"II. kerület, Vadaskerti utca ",43.0,2.0,0,jó állapotú,1981 és 2000 között,összkomfortos,földszint,2,nincs,3 m-nél alacsonyabb,nincs,igen,|nincs megadva|,|nincs megadva|,15 000 000  Ft/hó,12 000  Ft/hó,egy helyiségben,délnyugat,kertre néz,6.5 m|2|,igen,nem tetőtéri,önálló garázs - benne van az árban,,gázkazán,van,|nincs megadva|,6.5,
54.0,"II. kerület, Alvinci út ",54.0,2.0,1.0,felújítandó,1950 és 1980 között,összkomfortos,félemelet,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,26 000  Ft/hó,|nincs megadva|,délkelet,kertre néz,7 m|2|,nem,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,7.0,
56.9,"III. kerület, Szentendrei út ",69.0,3.0,0,felújítandó,1950 és 1980 között,összkomfortos,8,10,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,15  Ft/hó,külön helyiségben,nyugat,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",,távfűtés,|nincs megadva|,|nincs megadva|,,|nincs megadva|
72.0,"II. kerület, Fekete István utca ",66.0,2.0,0,|nincs megadva|,1950 és 1980 között,|nincs megadva|,földszint,3,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,teremgarázs hely,,gázkazán,|nincs megadva|,|nincs megadva|,,
35.9,"III. kerület, Váradi utca ",34.0,1.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,2,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,50 m|3|/hó,95 kWh/hó,25 000  Ft/hó,13 600  Ft/hó,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),nincs,|nincs megadva|,,
36.99,"III. kerület, Gyűrű utca ",57.0,2.0,1.0,közepes állapotú,1950 és 1980 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
46.5,"III. kerület, Óbudai lakótelep ",69.0,3.0,0,felújítandó,1950 és 1980 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,|nincs megadva|,nem,Nincs gáz bekötve az ingatlanba,100 kWh/hó,30 000  Ft/hó,|nincs megadva|,|nincs megadva|,délnyugat,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
35.5,"III. kerület, Békásmegyeri lakótelep hegy felől ",51.0,2.0,0,felújítandó,1950 és 1980 között,összkomfortos,3,10,van,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
89.0,"I. kerület, Vár ",56.0,2.0,0,felújítandó,1950 előtt,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
37.9,"III. kerület, Kenyeres utca ",29.0,1.0,1.0,jó állapotú,|nincs megadva|,összkomfortos,2,3,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
90.0,"II. kerület, Szász Károly utca ",119.0,3.0,1.0,jó állapotú,1950 előtt,duplakomfortos,1,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,34 000  Ft/hó,külön és egyben is,dél,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,2.0,
65.5,"I. kerület, Várfok utca ",69.0,2.0,1.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
37.9,"III. kerület, Óbudai lakótelep ",51.0,2.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,10 felett,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,5 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,5.0,|nincs megadva|
73.99,"II. kerület, Gábor Áron utca ",66.0,3.0,0,jó állapotú,|nincs megadva|,összkomfortos,1,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,70 m|3|/hó,35 kWh/hó,7 000  Ft/hó,13 800  Ft/hó,külön helyiségben,délkelet,kertre néz,9 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,9.0,
220.0,"III. kerület, Kadosa utca ",78.0,3.0,0,újszerű,2020,luxus,2,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,panorámás,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,,hőszivattyú,|nincs megadva|,|nincs megadva|,,
285.0,"II. kerület, Csatárka - Látóhegy ",130.0,4.0,0,|nincs megadva|,2013,luxus,földszint,2,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,dél,panorámás,100 m|2|,igen,nem tetőtéri,önálló garázs - benne van az árban,,|nincs megadva|,|nincs megadva|,|nincs megadva|,100.0,
64.9,"I. kerület, Krisztinaváros ",48.0,3.0,0,felújított,|nincs megadva|,összkomfortos,félemelet,5,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11  Ft/hó,külön helyiségben,délnyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,,
121.0,"III. kerület, Föld utca ",104.0,3.0,0,felújított,1981 és 2000 között,összkomfortos,2,3,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,utcai,6 m|2|,nem,nem tetőtéri,teremgarázs hely - benne van az árban,,gázkazán,|nincs megadva|,|nincs megadva|,6.0,
64.9,"I. kerület, Hegyalja út ",80.0,2.0,1.0,felújítandó,1950 és 1980 között,összkomfortos,2,4,van,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északnyugat,|nincs megadva|,7 m|2|,nem,nem tetőtéri,"utca, közterület",,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,7.0,
49.5,"III. kerület, Zápor utca ",48.0,2.0,0,jó állapotú,|nincs megadva|,összkomfortos,4,4,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,12 000  Ft/hó,egy helyiségben,nyugat,panorámás,4 m|2|,nem,"legfelső emelet, nem tetőtéri",udvari beálló - benne van az árban,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,4.0,|nincs megadva|
41.5,"III. kerület, Huszti út ",51.0,2.0,0,jó állapotú,|nincs megadva|,összkomfortos,10,10,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,külön helyiségben,kelet,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"távfűtés egyedi méréssel, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,|nincs megadva|
41.49,"II. kerület, Tölgyfa utca ",37.0,1.0,0,felújított,|nincs megadva|,összkomfortos,1,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,tetőtéri,"utca, közterület",,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
65.5,"I. kerület, Donáti utca ",46.0,1.0,1.0,felújított,|nincs megadva|,összkomfortos,|nincs megadva|,|nincs megadva|,nincs,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,külön helyiségben,kelet,kertre néz,|nincs megadva|,igen,|nincs megadva|,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,,
189.0,"I. kerület, Gellérthegy ",93.0,3.0,1.0,közepes állapotú,1950 előtt,duplakomfortos,földszint,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északnyugat,panorámás,13 m|2|,igen,|nincs megadva|,"utca, közterület",,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,13.0,
89.0,"II. kerület, Országút ",81.0,3.0,0,felújított,2013,duplakomfortos,1,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,19 240  Ft/hó,egy helyiségben,délnyugat,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,,
110.0,"III. kerület, Újlak ",73.0,3.0,0,felújított,1950 előtt,|nincs megadva|,3,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,3 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,3.0,
75.0,"II. kerület, Alsó Zöldmáli út ",58.0,2.0,0,jó állapotú,1981 és 2000 között,összkomfortos,2,2,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,13 000  Ft/hó,külön helyiségben,|nincs megadva|,panorámás,6 m|2|,nem,nem tetőtéri,önálló garázs,,gázkazán,van,|nincs megadva|,6.0,
139.0,"II. kerület, Boróka utca ",84.0,2.0,1.0,felújított,1981 és 2000 között,duplakomfortos,1,2,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,8 m|2|,|nincs megadva|,|nincs megadva|,önálló garázs,,"gázkazán, hűtő-fűtő klíma",van,|nincs megadva|,8.0,
