price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Akadálymentesített,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Panelprogram,Parkolóhely ára,Energetikai tanúsítvány
65.81,"VIII. kerület, Víg utca 35-39.",47.0,2.0,0,új építésű,2024,összkomfortos,3,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.46 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,3.46,,"7,50 M Ft",AA+
70.28,"VIII. kerület, Víg utca 35-39.",49.0,2.0,0,új építésű,2024,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,6.2 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,6.2,,"7,50 M Ft",AA+
69.25,"VIII. kerület, Víg utca 35-39.",47.0,2.0,0,új építésű,2024,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,8.15 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,8.15,,"7,50 M Ft",AA+
94.82,"VIII. kerület, Víg utca 35-39.",69.0,3.0,0,új építésű,2024,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.63 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,4.63,,"7,50 M Ft",AA+
68.27,"VIII. kerület, Víg utca 35-39.",48.0,2.0,0,új építésű,2024,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.58 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,3.58,,"7,50 M Ft",AA+
66.79,"VIII. kerület, Víg utca 35-39.",47.0,2.0,0,új építésű,2024,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.46 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,3.46,,"7,50 M Ft",AA+
100.46,"VIII. kerület, Víg utca 35-39.",68.0,3.0,0,új építésű,2024,összkomfortos,5,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,12.22 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,12.22,,"7,50 M Ft",AA+
68.54,"VIII. kerület, Víg utca 35-39.",46.0,2.0,0,új építésű,2024,összkomfortos,5,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,6.46 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,6.46,,"7,50 M Ft",AA+
50.56,"VIII. kerület, Víg utca 35-39.",33.0,1.0,0,új építésű,2024,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,6.86 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,6.86,,"7,50 M Ft",AA+
48.99,"VIII. kerület, Víg utca 35-39.",32.0,1.0,0,új építésű,2024,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,6.86 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,6.86,,"7,50 M Ft",AA+
80.11,"VIII. kerület, Víg utca 35-39.",56.0,3.0,0,új építésű,2024,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,9.76 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,9.76,,"7,50 M Ft",AA+
69.33,"VIII. kerület, Víg utca 35-39.",50.0,2.0,0,új építésű,2024,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.35 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,4.35,,"7,50 M Ft",AA+
66.21,"VIII. kerület, Víg utca 35-39.",48.0,2.0,0,új építésű,2024,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.34 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,3.34,,"7,50 M Ft",AA+
85.77,"VIII. kerület, Víg utca 35-39.",56.0,3.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,15.26 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,15.26,,"7,50 M Ft",AA+
62.95,"VIII. kerület, Víg utca 35-39.",48.0,2.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,,,"7,50 M Ft",AA+
60.97,"VIII. kerület, Víg utca 35-39.",47.0,2.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.46 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,3.46,,"7,50 M Ft",AA+
63.76,"VIII. kerület, Víg utca 35-39.",47.0,2.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.46 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,3.46,,"7,50 M Ft",AA+
65.19,"VIII. kerület, Víg utca 35-39.",48.0,2.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.59 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,3.59,,"7,50 M Ft",AA+
72.07,"VIII. kerület, Víg utca 35-39.",47.0,2.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,13.26 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,13.26,,"7,50 M Ft",AA+
72.64,"VIII. kerület, Víg utca 35-39.",49.0,2.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,11.09 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,11.09,,"7,50 M Ft",AA+
72.48,"VIII. kerület, Víg utca 35-39.",49.0,2.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,10.21 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,10.21,,"7,50 M Ft",AA+
66.39,"VIII. kerület, Víg utca 35-39.",45.0,2.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,8.9 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,8.9,,"7,50 M Ft",AA+
97.88,"VIII. kerület, Víg utca 35-39.",68.0,3.0,0,új építésű,2024,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,19.32 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,,19.32,,"7,50 M Ft",AA+
59.99,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,6,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.95 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,3.95,,,AA+
60.19,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,6,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.0,,,AA+
60.62,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,6,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,5.31 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,5.31,,,AA+
59.53,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,6,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.0,,,AA+
58.91,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,6,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
50.43,"VIII. kerület, Józsefváros - Palotanegyed ",25.0,1.0,0,új építésű,2023,összkomfortos,6,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,7.47 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,7.47,,,AA+
57.99,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,5,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
60.32,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,5,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,5.3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,5.3,,,AA+
57.5,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,5,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
58.61,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,5,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.0,,,AA+
57.99,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,5,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
49.55,"VIII. kerület, Józsefváros - Palotanegyed ",25.0,1.0,0,új építésű,2023,összkomfortos,5,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,7.47 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,7.47,,,AA+
60.69,"VIII. kerület, Józsefváros - Palotanegyed ",32.0,1.0,0,új építésű,2023,összkomfortos,5,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,9.36 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,9.36,,,AA+
57.94,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.95 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,3.95,,,AA+
58.14,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.0,,,AA+
58.54,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,5.3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,5.3,,,AA+
56.89,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
54.17,"VIII. kerület, Józsefváros - Palotanegyed ",32.0,1.0,0,új építésű,2023,összkomfortos,4,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
55.8,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,3,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
58.04,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,3,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,5.3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,5.3,,,AA+
56.37,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,3,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.98 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,3.98,,,AA+
56.39,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,3,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.0,,,AA+
56.07,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,3,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,3.0,,,AA+
77.94,"VIII. kerület, Józsefváros - Palotanegyed ",51.0,2.0,0,új építésű,2023,összkomfortos,3,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.7 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.7,,,AA+
55.69,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.94 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,3.94,,,AA+
56.28,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.5 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.5,,,AA+
54.24,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
56.28,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,5.3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,5.3,,,AA+
77.58,"VIII. kerület, Józsefváros - Palotanegyed ",54.0,2.0,0,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,,,,AA+
116.08,"VIII. kerület, Józsefváros - Palotanegyed ",80.0,3.0,0,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,,,,AA+
88.39,"VIII. kerület, Józsefváros - Palotanegyed ",56.0,3.0,0,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,10.0,,,AA+
53.6,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
53.75,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
54.12,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.94 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,3.94,,,AA+
54.12,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.94 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,3.94,,,AA+
53.6,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,1,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,2.65 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,2.65,,,AA+
53.87,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,földszint,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.5 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.5,,,AA+
54.02,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,földszint,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.5 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.5,,,AA+
53.43,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,földszint,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.5 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.5,,,AA+
53.43,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,földszint,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.5 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.5,,,AA+
53.87,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,új építésű,2023,összkomfortos,földszint,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.5 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,|nincs megadva|,,4.5,,,AA+
52.9,"VIII. kerület, Népszínház utca ",60.0,3.0,0,felújított,1950 előtt,komfortos,földszint,5,van,3 m-nél magasabb,|nincs megadva|,60 m|3|/hó,80 kWh/hó,50 000  Ft/hó,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gázkazán,|nincs megadva|,,,,,|nincs megadva|
30.5,"VIII. kerület, Kiss József utca ",31.0,1.0,0,jó állapotú,1950 előtt,komfortos,földszint,3,van,3 m-nél magasabb,|nincs megadva|,100 m|3|/hó,100 kWh/hó,14 400  Ft/hó,|nincs megadva|,nem,|nincs megadva|,nyugat,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
