price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Panelprogram,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Parkolóhely ára
24.0,"IV. kerület, Ambrus Zoltán utca ",30.0,1.0,0,,felújított,|nincs megadva|,összkomfortos,|nincs megadva|,földszintes,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,udvari,|nincs megadva|,igen,|nincs megadva|,,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,
54.0,"V. kerület, Veres Pálné utca ",48.0,2.0,0,,közepes állapotú,1950 előtt,|nincs megadva|,földszint,3,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,északkelet,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,
62.9,"IV. kerület, Chinoin utca 38.",108.0,3.0,2.0,,közepes állapotú,|nincs megadva|,duplakomfortos,|nincs megadva|,földszintes,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,35 000  Ft/hó,8 600  Ft/hó,külön és egyben is,délkelet,udvari,|nincs megadva|,igen,|nincs megadva|,,"utca, közterület - ingyenes","gázkazán, hűtő-fűtő klíma",van - 5 cm,|nincs megadva|,
39.9,"IV. kerület, Bródy Imre utca ",55.0,2.0,0,5.0,jó állapotú,1950 és 1980 között,|nincs megadva|,4,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,11 000  Ft/hó,külön helyiségben,dél,panorámás,5 m|2|,|nincs megadva|,nem tetőtéri,,udvari beálló - benne van az árban,gáz (konvektor),|nincs megadva|,|nincs megadva|,
73.0,"IV. kerület, Gyertyaláng utca ",59.0,1.0,2.0,8.0,jó állapotú,2001 és 2010 között,összkomfortos,2,3,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,20 000  Ft/hó,külön helyiségben,délkelet,|nincs megadva|,8 m|2|,igen,nem tetőtéri,,udvari beálló - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
60.0,"V. kerület, Múzeum körút ",41.0,1.0,0,,felújított,|nincs megadva|,összkomfortos,1,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,hűtő-fűtő klíma,|nincs megadva|,|nincs megadva|,
76.0,"V. kerület, Múzeum körút ",50.0,1.0,0,,felújított,1950 előtt,összkomfortos,4,5,van,3 m-nél alacsonyabb,nincs,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,egy helyiségben,délkelet,panorámás,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület",infrafűtés,nincs,|nincs megadva|,
32.9,"IV. kerület, Bárdos Artúr utca ",35.0,1.0,1.0,,jó állapotú,1981 és 2000 között,összkomfortos,6,10,van,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,
50.0,"IV. kerület, Óceánárok utca ",67.0,2.0,0,,közepes állapotú,1950 és 1980 között,|nincs megadva|,1,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 050  Ft/hó,külön helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
222.5,"V. kerület, Lipótváros ",65.0,3.0,0,,felújított,1950 és 1980 között,|nincs megadva|,3,4,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
25.0,"IV. kerület, Kisfaludy utca ",25.0,1.0,0,,jó állapotú,1950 és 1980 között,összkomfortos,földszint,földszintes,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
101.9,"V. kerület, Múzeum körút ",80.0,2.0,0,,újszerű,1950 és 1980 között,|nincs megadva|,1,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,8 400  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület",|nincs megadva|,|nincs megadva|,|nincs megadva|,
39.9,"IV. kerület, Munkásotthon utca ",59.0,1.0,2.0,,közepes állapotú,1950 és 1980 között,összkomfortos,6,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,külön helyiségben,kelet,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
89.0,"V. kerület, Semmelweis utca ",91.0,3.0,0,,felújítandó,|nincs megadva|,|nincs megadva|,1,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
39.9,"IV. kerület, Megyer - Izzó lakótelep ",57.0,2.0,0,,|nincs megadva|,|nincs megadva|,összkomfortos,1,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
280.0,"V. kerület, Lipótváros ",94.0,3.0,0,12.0,felújított,1950 előtt,összkomfortos,1,4,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,utcai,12 m|2|,|nincs megadva|,nem tetőtéri,,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,
21.9,"IV. kerület, Újpest-Központ ",40.0,2.0,0,,felújított,1950 előtt,összkomfortos,szuterén,2,nincs,3 m-nél alacsonyabb,nincs,nem,Nincs gáz bekötve az ingatlanba,211 kWh/hó,20 000  Ft/hó,17 920  Ft/hó,egy helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - ingyenes",elektromos fűtőpanel,nincs,|nincs megadva|,
110.0,"V. kerület, Szabadság tér ",55.0,1.0,1.0,,felújított,1950 előtt,összkomfortos,5,6,van,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,utcai,|nincs megadva|,nem,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,DD,
23.9,"IV. kerület, Liszt Ferenc utca ",33.0,1.0,0,,jó állapotú,1950 és 1980 között,komfortos,földszint,földszintes,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,igen,nem tetőtéri,,"utca, közterület - ingyenes","gáz (konvektor), hűtő-fűtő klíma",van - 10 cm,|nincs megadva|,
349.0,"V. kerület, Szabadság tér ",150.0,3.0,0,,felújított,|nincs megadva|,duplakomfortos,1,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
23.9,"V. kerület, Belváros ",9.0,1.0,0,,jó állapotú,1950 előtt,|nincs megadva|,1,5,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,1 000  Ft/hó,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
92.5,"V. kerület, Széchenyi rakpart ",48.0,1.0,1.0,,felújítandó,1950 előtt,összkomfortos,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület",gázkazán,nincs,|nincs megadva|,
25.9,"IV. kerület, Perényi Zsigmond utca ",29.0,1.0,0,,felújított,1950 előtt,komfortos,földszint,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,egy helyiségben,nyugat,kertre néz,|nincs megadva|,igen,|nincs megadva|,,"utca, közterület - ingyenes",gáz (konvektor),|nincs megadva|,|nincs megadva|,
45.99,"IV. kerület, Újpesti lakótelep ",54.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,1,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,egy helyiségben,délnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
139.5,"IV. kerület, Attila utca 16.",86.0,4.0,0,37.0,újszerű,2020,duplakomfortos,10 felett,több mint 10,van,3 m-nél alacsonyabb,|nincs megadva|,igen,Nincs gáz bekötve az ingatlanba,70 kWh/hó,15 000  Ft/hó,|nincs megadva|,külön és egyben is,délnyugat,panorámás,37 m|2|,nem,nem tetőtéri,,teremgarázs hely - megvásárolható,házközponti egyedi méréssel,van - 10 cm,AA+,"9,95 M Ft"
52.5,"IV. kerület, Káposztásmegyer I. lakótelep ",62.0,2.0,1.0,8.0,jó állapotú,1981 és 2000 között,összkomfortos,2,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,kertre néz,8 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes","távfűtés egyedi méréssel, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
94.9,"V. kerület, Kecskeméti utca ",89.0,4.0,0,,közepes állapotú,1950 előtt,duplakomfortos,2,5,van,3 m-nél magasabb,nincs,nem,95 m|3|/hó,80 kWh/hó,35 000  Ft/hó,30 000  Ft/hó,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - ingyenes",gázkazán,|nincs megadva|,|nincs megadva|,
48.5,"IV. kerület, Vasvári Pál utca ",74.0,1.0,2.0,6.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,6 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
45.0,"IV. kerület, Bocskai utca ",54.0,2.0,0,3.0,jó állapotú,1950 és 1980 között,összkomfortos,5,8,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 000  Ft/hó,egy helyiségben,délkelet,panorámás,3 m|2|,nem,nem tetőtéri,,"utca, közterület - ingyenes",távfűtés egyedi méréssel,van,EE,
49.9,"IV. kerület, Fóti út ",65.0,2.0,0,,felújított,1950 előtt,összkomfortos,1,3,nincs,3 m-nél alacsonyabb,nincs,nem,141 m|3|/hó,157 kWh/hó,30 000  Ft/hó,23 000  Ft/hó,külön helyiségben,kelet,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,,önálló garázs - benne van az árban,gázkazán,nincs,|nincs megadva|,
31.9,"IV. kerület, Székpatak utca ",36.0,1.0,1.0,,közepes állapotú,1981 és 2000 között,összkomfortos,4,10,van,3 m-nél alacsonyabb,|nincs megadva|,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,udvari,|nincs megadva|,nem,|nincs megadva|,nem vett részt,"utca, közterület",távfűtés,|nincs megadva|,|nincs megadva|,
44.9,"IV. kerület, Dugonics utca ",56.0,1.0,2.0,,felújított,1981 és 2000 között,összkomfortos,7,10,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,110 kWh/hó,10 000  Ft/hó,18 500  Ft/hó,külön helyiségben,kelet,udvari,|nincs megadva|,nem,nem tetőtéri,részt vett,"utca, közterület - ingyenes","távfűtés egyedi méréssel, hűtő-fűtő klíma",van - 15 cm,CC,
39.0,"IV. kerület, Rózsa utca ",54.0,2.0,0,4.0,jó állapotú,1950 és 1980 között,|nincs megadva|,10,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északkelet,panorámás,4 m|2|,|nincs megadva|,|nincs megadva|,nem vett részt,"utca, közterület - ingyenes",távfűtés,nincs,|nincs megadva|,
66.9,"IV. kerület, Ambrus Zoltán utca ",62.0,3.0,0,,jó állapotú,1981 és 2000 között,duplakomfortos,1,|nincs megadva|,nincs,|nincs megadva|,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,|nincs megadva|,nem,tetőtéri,,udvari beálló - benne van az árban,"gázkazán, hűtő-fűtő klíma",van - 20 cm,|nincs megadva|,
245.0,"V. kerület, Belgrád rakpart 27.",73.0,2.0,0,2.0,felújítandó,1950 előtt,összkomfortos,2,4,van,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,külön helyiségben,délnyugat,panorámás,2 m|2|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,|nincs megadva|,
65.5,"IV. kerület, Nádasdy Kálmán utca ",79.0,3.0,0,,felújítandó,1981 és 2000 között,összkomfortos,2,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,11  Ft/hó,külön helyiségben,délkelet,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes","házközponti egyedi méréssel, távfűtés",nincs,|nincs megadva|,
65.0,"V. kerület, Balassi Bálint utca 9-11.",52.0,2.0,0,,felújítandó,1950 előtt,|nincs megadva|,félemelet,8,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
129.0,"V. kerület, Vadász utca ",72.0,2.0,1.0,,felújított,|nincs megadva|,|nincs megadva|,2,2,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület - fizetős övezet",házközponti,|nincs megadva|,|nincs megadva|,
135.0,"V. kerület, Veres Pálné utca ",103.0,3.0,0,,felújított,|nincs megadva|,összkomfortos,4,4,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,
47.0,"IV. kerület, Izzó utca ",53.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,3,4,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,"gáz (konvektor), hűtő-fűtő klíma",nincs,EE,
127.0,"V. kerület, Garibaldi utca 1.",60.0,3.0,0,,felújított,|nincs megadva|,összkomfortos,1,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,12160 m|3|/hó,13000 kWh/hó,|nincs megadva|,15 035  Ft/hó,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület - fizetős övezet",házközponti,|nincs megadva|,|nincs megadva|,
189.0,"V. kerület, Királyi Pál utca 20.",107.0,5.0,0,,felújított,|nincs megadva|,összkomfortos,2,3,van,3 m-nél magasabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület",hűtő-fűtő klíma,|nincs megadva|,|nincs megadva|,
87.5,"V. kerület, Veres Pálné utca ",68.0,3.0,0,,felújított,1950 előtt,összkomfortos,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,40 000  Ft/hó,15 400  Ft/hó,egy helyiségben,nyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület - fizetős övezet",gázkazán,van,|nincs megadva|,
88.9,"IV. kerület, Homoktövis utca ",80.0,4.0,0,7.0,jó állapotú,2001 és 2010 között,duplakomfortos,1,4,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,58 m|3|/hó,177 kWh/hó,|nincs megadva|,28 800  Ft/hó,külön és egyben is,délnyugat,kertre néz,7 m|2|,nem,nem tetőtéri,,önálló garázs - megvásárolható,gázkazán,|nincs megadva|,|nincs megadva|,10 M Ft
90.0,"V. kerület, Szent István körút 13.",53.0,2.0,0,,felújított,|nincs megadva|,összkomfortos,4,5,van,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,
48.9,"IV. kerület, Lebstück Mária utca ",54.0,2.0,0,4.0,újszerű,|nincs megadva|,összkomfortos,6,10,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,panorámás,4 m|2|,nem,nem tetőtéri,részt vett,"utca, közterület - ingyenes",távfűtés egyedi méréssel,van,|nincs megadva|,
99.0,"V. kerület, Szervita tér 4.",51.0,1.0,1.0,,felújított,|nincs megadva|,összkomfortos,4,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,16  Ft/hó,egy helyiségben,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,
49.9,"IV. kerület, Erdősor út ",68.0,2.0,1.0,10.0,jó állapotú,|nincs megadva|,|nincs megadva|,6,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,10 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
49.9,"IV. kerület, Ezred utca ",50.0,3.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
